Project_ID,Project_Name,Region,Province,Month,Budget,Actual_Spend,KPI_Target,KPI_Actual,Participants,Satisfaction
P01326,NCD Prevention,North,Phitsanulok,Jan,836206,827206,100,61,767,4.72
P01327,Health Data,North,Phitsanulok,Jan,1357748,1008029,100,92,2984,4.02
P01328,Health Promotion,North,Phitsanulok,Jan,904881,831540,100,87,1553,4.03
P01329,Policy Development,North,Phitsanulok,Jan,808565,616200,100,87,1208,4.55
P01330,Network Strengthening,North,Phitsanulok,Jan,1766326,1585197,100,84,2350,4.96
P01331,Community Health,North,Phitsanulok,Feb,1490247,1477319,100,98,2271,3.54
P01332,Elderly Care,North,Phitsanulok,Feb,921911,911789,100,76,1695,4.59
P01333,Mental Health,North,Phitsanulok,Feb,605879,542703,100,81,2120,4.38
P01334,Healthy School,North,Phitsanulok,Feb,776795,648600,100,63,313,4.76
P01335,Food Safety,North,Phitsanulok,Feb,1328368,1300890,100,87,1040,4.87
P01336,NCD Prevention,North,Phitsanulok,Feb,547929,424185,100,93,919,4.57
P01337,Health Data,North,Phitsanulok,Feb,1517146,1290768,100,61,1395,3.65
P01338,Health Promotion,North,Phitsanulok,Feb,831503,664258,100,94,720,4.89
P01339,Policy Development,North,Phitsanulok,Feb,1131446,1044579,100,84,2280,4.95
P01340,Network Strengthening,North,Phitsanulok,Feb,1950167,1842980,100,79,2087,4.66
P01341,Community Health,North,Phitsanulok,Mar,721470,618142,100,66,1704,3.86
P01342,Elderly Care,North,Phitsanulok,Mar,1950071,1543763,100,67,1574,4.99
P01343,Mental Health,North,Phitsanulok,Mar,968674,718625,100,66,1696,4.1
P01344,Healthy School,North,Phitsanulok,Mar,1782576,1422273,100,65,2299,4.18
P01345,Food Safety,North,Phitsanulok,Mar,600289,521686,100,91,656,4.65
P01346,NCD Prevention,North,Phitsanulok,Mar,614838,435546,100,62,2898,4.46
P01347,Health Data,North,Phitsanulok,Mar,1357715,1355443,100,62,507,3.88
P01348,Health Promotion,North,Phitsanulok,Mar,1372611,1312095,100,64,797,4.61
P01349,Policy Development,North,Phitsanulok,Mar,1517613,1385032,100,87,2262,4.78
P01350,Network Strengthening,North,Phitsanulok,Mar,1224908,858661,100,78,2716,4.43
P01351,Community Health,North,Phitsanulok,Apr,1501457,1258989,100,93,1328,4.49
P01352,Elderly Care,North,Phitsanulok,Apr,1538392,1356728,100,96,2416,3.72
P01353,Mental Health,North,Phitsanulok,Apr,539184,425515,100,86,176,4.1
P01354,Healthy School,North,Phitsanulok,Apr,747608,708402,100,65,1196,3.56
P01355,Food Safety,North,Phitsanulok,Apr,1323410,1296328,100,98,1874,4.3
P01356,NCD Prevention,North,Phitsanulok,Apr,1134027,1037799,100,63,2612,3.93
P01357,Health Data,North,Phitsanulok,Apr,1582988,1494934,100,85,690,4.71
P01358,Health Promotion,North,Phitsanulok,Apr,1205679,1018871,100,65,2275,4.35
P01359,Policy Development,North,Phitsanulok,Apr,1037514,981083,100,68,2503,4.39
P01360,Network Strengthening,North,Phitsanulok,Apr,1357755,1335130,100,80,2280,4.56
P01361,Community Health,North,Phitsanulok,May,1209096,1162665,100,74,807,4.94
P01362,Elderly Care,North,Phitsanulok,May,1699898,1397416,100,65,448,3.66
P01363,Mental Health,North,Phitsanulok,May,1798911,1677724,100,63,1472,3.64
P01364,Healthy School,North,Phitsanulok,May,1039658,992936,100,78,1113,4.82
P01365,Food Safety,North,Phitsanulok,May,773326,597952,100,70,2966,4.07
P01366,NCD Prevention,North,Phitsanulok,May,1675119,1453364,100,99,1776,3.61
P01367,Health Data,North,Phitsanulok,May,519714,400123,100,96,864,3.75
P01368,Health Promotion,North,Phitsanulok,May,1268439,1130311,100,86,2247,4.52
P01369,Policy Development,North,Phitsanulok,May,901938,794771,100,70,2936,3.73
P01370,Network Strengthening,North,Phitsanulok,May,1579405,1447986,100,86,2421,4.9
P01371,Community Health,North,Phitsanulok,Jun,1547478,1542469,100,65,1658,4.66
P01372,Elderly Care,North,Phitsanulok,Jun,1958118,1705778,100,100,1141,4.48
P01373,Mental Health,North,Phitsanulok,Jun,612718,490368,100,65,2763,4.84
P01374,Healthy School,North,Phitsanulok,Jun,1887942,1520688,100,87,2033,3.98
P01375,Food Safety,North,Phitsanulok,Jun,1281509,1013717,100,88,2587,3.55
P01376,NCD Prevention,North,Phitsanulok,Jun,1198091,1066586,100,82,2716,4.75
P01377,Health Data,North,Phitsanulok,Jun,983076,705808,100,78,2668,4.89
P01378,Health Promotion,North,Phitsanulok,Jun,779557,638275,100,83,1344,3.78
P01379,Policy Development,North,Phitsanulok,Jun,1832000,1782561,100,75,2255,4.42
P01380,Network Strengthening,North,Phitsanulok,Jun,1514932,1372449,100,100,1489,3.8
P01381,Community Health,North,Phitsanulok,Jul,1786396,1633864,100,91,778,4.28
P01382,Elderly Care,North,Phitsanulok,Jul,942335,745223,100,73,521,4.7
P01383,Mental Health,North,Phitsanulok,Jul,500834,363334,100,63,682,4.03
P01384,Healthy School,North,Phitsanulok,Jul,558629,461760,100,67,1043,3.92
P01385,Food Safety,North,Phitsanulok,Jul,1067146,920309,100,90,871,4.02
P01386,NCD Prevention,North,Phitsanulok,Jul,1638539,1545701,100,66,354,4.61
P01387,Health Data,North,Phitsanulok,Jul,825426,698723,100,91,162,4.62
P01388,Health Promotion,North,Phitsanulok,Jul,1298198,1081504,100,84,1804,3.53
P01389,Policy Development,North,Phitsanulok,Jul,734883,686286,100,82,1812,4.24
P01390,Network Strengthening,North,Phitsanulok,Jul,1368040,1162872,100,67,2711,4.88
P01391,Community Health,North,Phitsanulok,Aug,1054139,1003849,100,72,1747,4.39
P01392,Elderly Care,North,Phitsanulok,Aug,889541,806004,100,96,2394,4.74
P01393,Mental Health,North,Phitsanulok,Aug,1627633,1519076,100,76,1430,4.22
P01394,Healthy School,North,Phitsanulok,Aug,1675878,1534532,100,74,151,4.5
P01395,Food Safety,North,Phitsanulok,Aug,1483211,1392066,100,77,2518,3.53
P01396,NCD Prevention,North,Phitsanulok,Aug,1881602,1723459,100,72,2964,4.69
P01397,Health Data,North,Phitsanulok,Aug,935576,911622,100,82,2899,4.22
P01398,Health Promotion,North,Phitsanulok,Aug,872991,864068,100,93,880,3.51
P01399,Policy Development,North,Phitsanulok,Aug,1872753,1800797,100,67,1486,3.66
P01400,Network Strengthening,North,Phitsanulok,Aug,1140326,931745,100,93,824,3.53
P01401,Community Health,North,Phitsanulok,Sep,570882,480485,100,97,189,3.75
P01402,Elderly Care,North,Phitsanulok,Sep,1832945,1720234,100,78,1402,4.11
P01403,Mental Health,North,Phitsanulok,Sep,1170971,981094,100,66,1378,4.62
P01404,Healthy School,North,Phitsanulok,Sep,535162,514125,100,77,1885,3.89
P01405,Food Safety,North,Phitsanulok,Sep,1796798,1593002,100,69,572,3.58
P01406,NCD Prevention,North,Phitsanulok,Sep,1915799,1627664,100,78,2693,4.17
P01407,Health Data,North,Phitsanulok,Sep,960402,924160,100,83,2176,3.66
P01408,Health Promotion,North,Phitsanulok,Sep,612079,549529,100,65,1992,4.0
P01409,Policy Development,North,Phitsanulok,Sep,1316960,1023349,100,93,1208,4.64
P01410,Network Strengthening,North,Phitsanulok,Sep,1817314,1712228,100,97,1263,4.09
P01411,Community Health,North,Phitsanulok,Oct,595497,589960,100,84,755,4.14
P01412,Elderly Care,North,Phitsanulok,Oct,1889827,1756203,100,79,1444,3.89
P01413,Mental Health,North,Phitsanulok,Oct,1223365,976153,100,79,511,3.67
P01414,Healthy School,North,Phitsanulok,Oct,1681054,1351016,100,78,1608,4.59
P01415,Food Safety,North,Phitsanulok,Oct,1132176,1102869,100,97,2191,3.51
P01416,NCD Prevention,North,Phitsanulok,Oct,647567,611928,100,84,2678,4.58
P01417,Health Data,North,Phitsanulok,Oct,967286,923773,100,69,2099,4.68
P01418,Health Promotion,North,Phitsanulok,Oct,1065390,909227,100,65,1843,4.35
P01419,Policy Development,North,Phitsanulok,Oct,1543937,1320362,100,94,1007,4.87
P01420,Network Strengthening,North,Phitsanulok,Oct,1764339,1469828,100,69,2491,4.68
P01421,Community Health,North,Phitsanulok,Nov,1586055,1239387,100,66,178,3.97
P01422,Elderly Care,North,Phitsanulok,Nov,833619,618146,100,63,745,4.38
P01423,Mental Health,North,Phitsanulok,Nov,1916925,1408267,100,69,271,4.18
P01424,Healthy School,North,Phitsanulok,Nov,1527361,1441323,100,64,1488,4.76
P01425,Food Safety,North,Phitsanulok,Nov,1770239,1767844,100,81,1268,4.43
P01426,NCD Prevention,North,Phitsanulok,Nov,959464,863397,100,85,1817,4.74
P01427,Health Data,North,Phitsanulok,Nov,534289,462094,100,82,1376,4.73
P01428,Health Promotion,North,Phitsanulok,Nov,576093,426537,100,69,1983,4.59
P01429,Policy Development,North,Phitsanulok,Nov,549378,548202,100,92,1212,4.33
P01430,Network Strengthening,North,Phitsanulok,Nov,896276,669139,100,79,2373,4.81
P01431,Community Health,North,Phitsanulok,Dec,871963,835150,100,91,2867,4.24
P01432,Elderly Care,North,Phitsanulok,Dec,1969545,1939236,100,97,2133,3.75
P01433,Mental Health,North,Phitsanulok,Dec,1173662,1034524,100,94,2342,3.94
P01434,Healthy School,North,Phitsanulok,Dec,902949,726313,100,71,2164,4.38
P01435,Food Safety,North,Phitsanulok,Dec,1943952,1879465,100,76,308,4.14
P01436,NCD Prevention,North,Phitsanulok,Dec,1147961,986031,100,78,601,3.57
P01437,Health Data,North,Phitsanulok,Dec,1131706,1011532,100,94,2581,4.34
P01438,Health Promotion,North,Phitsanulok,Dec,606755,603199,100,83,688,3.75
P01439,Policy Development,North,Phitsanulok,Dec,737611,517213,100,89,1137,4.09
P01440,Network Strengthening,North,Phitsanulok,Dec,1585083,1578127,100,77,2267,4.86
P01441,Community Health,North,Phetchabun,Jan,1736533,1263322,100,96,2008,4.62
P01442,Elderly Care,North,Phetchabun,Jan,651379,561334,100,69,1475,4.21
P01443,Mental Health,North,Phetchabun,Jan,655722,608096,100,92,2968,4.83
P01444,Healthy School,North,Phetchabun,Jan,1890861,1846996,100,75,528,4.0
P01445,Food Safety,North,Phetchabun,Jan,1907427,1357682,100,67,1420,4.67
P01446,NCD Prevention,North,Phetchabun,Jan,953234,741929,100,85,1327,4.96
P01447,Health Data,North,Phetchabun,Jan,1301523,1131303,100,67,2200,4.54
P01448,Health Promotion,North,Phetchabun,Jan,1261063,1072619,100,69,830,4.48
P01449,Policy Development,North,Phetchabun,Jan,1883957,1349259,100,73,984,3.69
P01450,Network Strengthening,North,Phetchabun,Jan,1524253,1315748,100,100,2871,4.02
P01451,Community Health,North,Phetchabun,Feb,1927008,1830025,100,80,2076,4.72
P01452,Elderly Care,North,Phetchabun,Feb,1240383,1216254,100,82,2387,3.69
P01453,Mental Health,North,Phetchabun,Feb,1673814,1506543,100,62,1465,4.08
P01454,Healthy School,North,Phetchabun,Feb,665914,499638,100,81,2071,4.23
P01455,Food Safety,North,Phetchabun,Feb,820429,819452,100,66,704,4.16
P01456,NCD Prevention,North,Phetchabun,Feb,1049935,896731,100,78,2076,4.92
P01457,Health Data,North,Phetchabun,Feb,1449509,1288097,100,94,2787,4.31
P01458,Health Promotion,North,Phetchabun,Feb,1761150,1293666,100,61,1566,4.23
P01459,Policy Development,North,Phetchabun,Feb,824895,763223,100,87,2983,4.35
P01460,Network Strengthening,North,Phetchabun,Feb,1670962,1442069,100,98,2220,4.25
P01461,Community Health,North,Phetchabun,Mar,1711544,1542620,100,63,2352,4.44
P01462,Elderly Care,North,Phetchabun,Mar,613301,548034,100,70,2084,3.81
P01463,Mental Health,North,Phetchabun,Mar,1974763,1623681,100,98,2951,4.07
P01464,Healthy School,North,Phetchabun,Mar,1491537,1140143,100,77,987,4.05
P01465,Food Safety,North,Phetchabun,Mar,1875423,1328118,100,95,1647,4.02
P01466,NCD Prevention,North,Phetchabun,Mar,1177079,922637,100,93,1831,4.39
P01467,Health Data,North,Phetchabun,Mar,1576770,1576558,100,93,2836,4.0
P01468,Health Promotion,North,Phetchabun,Mar,1550442,1149336,100,61,2099,3.96
P01469,Policy Development,North,Phetchabun,Mar,1909948,1824720,100,65,1362,3.66
P01470,Network Strengthening,North,Phetchabun,Mar,838211,620810,100,75,2002,4.33
P01471,Community Health,North,Phetchabun,Apr,838712,821541,100,89,1290,4.06
P01472,Elderly Care,North,Phetchabun,Apr,1183763,1007204,100,75,952,4.65
P01473,Mental Health,North,Phetchabun,Apr,1962454,1559165,100,65,2833,4.42
P01474,Healthy School,North,Phetchabun,Apr,1337241,1158428,100,62,394,4.03
P01475,Food Safety,North,Phetchabun,Apr,1703305,1330269,100,84,2690,3.9
P01476,NCD Prevention,North,Phetchabun,Apr,1972007,1925071,100,90,368,4.83
P01477,Health Data,North,Phetchabun,Apr,1643465,1464255,100,99,1166,4.14
P01478,Health Promotion,North,Phetchabun,Apr,1944359,1470732,100,72,475,4.49
P01479,Policy Development,North,Phetchabun,Apr,1329640,1150987,100,90,552,4.94
P01480,Network Strengthening,North,Phetchabun,Apr,1571081,1249867,100,94,388,4.72
P01481,Community Health,North,Phetchabun,May,1322740,1130297,100,90,1754,3.55
P01482,Elderly Care,North,Phetchabun,May,1709392,1531715,100,91,1589,3.56
P01483,Mental Health,North,Phetchabun,May,1078958,1036203,100,63,950,4.43
P01484,Healthy School,North,Phetchabun,May,951109,809607,100,89,1915,4.11
P01485,Food Safety,North,Phetchabun,May,1447900,1128195,100,99,1078,4.73
P01486,NCD Prevention,North,Phetchabun,May,1561537,1382643,100,64,1735,4.53
P01487,Health Data,North,Phetchabun,May,739641,566034,100,97,1949,4.46
P01488,Health Promotion,North,Phetchabun,May,1089758,828099,100,93,2087,4.05
P01489,Policy Development,North,Phetchabun,May,549617,525104,100,87,2520,3.59
P01490,Network Strengthening,North,Phetchabun,May,1782041,1511745,100,94,701,4.4
P01491,Community Health,North,Phetchabun,Jun,1265011,1044539,100,87,409,4.51
P01492,Elderly Care,North,Phetchabun,Jun,1205689,1172370,100,81,1574,4.85
P01493,Mental Health,North,Phetchabun,Jun,1792211,1641696,100,67,952,4.27
P01494,Healthy School,North,Phetchabun,Jun,1656372,1497910,100,72,1739,4.28
P01495,Food Safety,North,Phetchabun,Jun,1237345,984182,100,78,1430,4.13
P01496,NCD Prevention,North,Phetchabun,Jun,1105551,1049468,100,86,1277,4.25
P01497,Health Data,North,Phetchabun,Jun,1788706,1619715,100,85,861,4.56
P01498,Health Promotion,North,Phetchabun,Jun,648773,552278,100,70,275,4.88
P01499,Policy Development,North,Phetchabun,Jun,1242591,905679,100,66,1163,3.73
P01500,Network Strengthening,North,Phetchabun,Jun,1267105,996110,100,82,372,4.01
P01501,Community Health,North,Phetchabun,Jul,1869122,1832499,100,63,2174,4.66
P01502,Elderly Care,North,Phetchabun,Jul,1110035,797876,100,99,2427,4.56
P01503,Mental Health,North,Phetchabun,Jul,1384010,1212828,100,93,2811,4.16
P01504,Healthy School,North,Phetchabun,Jul,1584465,1427723,100,87,1363,4.47
P01505,Food Safety,North,Phetchabun,Jul,1975614,1518492,100,95,908,3.84
P01506,NCD Prevention,North,Phetchabun,Jul,759445,538939,100,81,1277,4.17
P01507,Health Data,North,Phetchabun,Jul,1328808,1286916,100,95,2370,4.87
P01508,Health Promotion,North,Phetchabun,Jul,1492402,1459868,100,87,2108,4.71
P01509,Policy Development,North,Phetchabun,Jul,784562,554076,100,85,1741,4.68
P01510,Network Strengthening,North,Phetchabun,Jul,1198657,1025727,100,76,2015,4.45
P01511,Community Health,North,Phetchabun,Aug,1928208,1833604,100,72,1283,3.85
P01512,Elderly Care,North,Phetchabun,Aug,1580018,1547613,100,100,325,4.99
P01513,Mental Health,North,Phetchabun,Aug,769101,704813,100,63,845,4.15
P01514,Healthy School,North,Phetchabun,Aug,789833,622995,100,64,1948,4.39
P01515,Food Safety,North,Phetchabun,Aug,997268,898910,100,68,779,3.72
P01516,NCD Prevention,North,Phetchabun,Aug,1852774,1410311,100,96,2264,4.56
P01517,Health Data,North,Phetchabun,Aug,1453958,1059235,100,64,2711,4.05
P01518,Health Promotion,North,Phetchabun,Aug,1443882,1226604,100,72,1170,4.38
P01519,Policy Development,North,Phetchabun,Aug,932415,676911,100,95,2847,4.96
P01520,Network Strengthening,North,Phetchabun,Aug,529366,478466,100,66,332,3.57
P01521,Community Health,North,Phetchabun,Sep,924327,845930,100,98,2715,4.09
P01522,Elderly Care,North,Phetchabun,Sep,1697076,1394561,100,93,917,4.28
P01523,Mental Health,North,Phetchabun,Sep,1806139,1528785,100,91,1013,4.35
P01524,Healthy School,North,Phetchabun,Sep,947062,868116,100,82,2218,4.31
P01525,Food Safety,North,Phetchabun,Sep,879567,852584,100,62,883,4.92
P01526,NCD Prevention,North,Phetchabun,Sep,937676,684496,100,92,1906,4.71
P01527,Health Data,North,Phetchabun,Sep,746068,688573,100,66,555,4.92
P01528,Health Promotion,North,Phetchabun,Sep,855657,617830,100,80,1627,4.41
P01529,Policy Development,North,Phetchabun,Sep,706641,692380,100,91,1468,3.83
P01530,Network Strengthening,North,Phetchabun,Sep,1816274,1669764,100,75,2584,4.76
P01531,Community Health,North,Phetchabun,Oct,1166572,946774,100,100,765,4.8
P01532,Elderly Care,North,Phetchabun,Oct,1125586,924223,100,65,934,4.82
P01533,Mental Health,North,Phetchabun,Oct,1634246,1274814,100,64,782,4.61
P01534,Healthy School,North,Phetchabun,Oct,543576,528916,100,90,423,4.87
P01535,Food Safety,North,Phetchabun,Oct,1463139,1070444,100,64,2588,4.0
P01536,NCD Prevention,North,Phetchabun,Oct,945521,888987,100,71,826,4.32
P01537,Health Data,North,Phetchabun,Oct,977865,802580,100,95,2861,3.76
P01538,Health Promotion,North,Phetchabun,Oct,1152185,1127649,100,75,1896,4.96
P01539,Policy Development,North,Phetchabun,Oct,772123,682736,100,60,2197,3.54
P01540,Network Strengthening,North,Phetchabun,Oct,1724241,1574219,100,74,1718,4.2
P01541,Community Health,North,Phetchabun,Nov,1908203,1362034,100,69,554,3.81
P01542,Elderly Care,North,Phetchabun,Nov,1133931,1020960,100,99,1316,4.75
P01543,Mental Health,North,Phetchabun,Nov,647456,492533,100,84,196,4.36
P01544,Healthy School,North,Phetchabun,Nov,1981022,1544054,100,63,2601,4.9
P01545,Food Safety,North,Phetchabun,Nov,699721,649484,100,80,498,3.61
P01546,NCD Prevention,North,Phetchabun,Nov,1204732,1163621,100,86,2179,4.47
P01547,Health Data,North,Phetchabun,Nov,1086271,1049559,100,74,2168,4.89
P01548,Health Promotion,North,Phetchabun,Nov,506120,411896,100,92,1043,4.84
P01549,Policy Development,North,Phetchabun,Nov,1836194,1469865,100,94,476,4.12
P01550,Network Strengthening,North,Phetchabun,Nov,1038470,989123,100,82,962,4.51
P01551,Community Health,North,Phetchabun,Dec,1590198,1373835,100,97,1210,4.12
P01552,Elderly Care,North,Phetchabun,Dec,1970194,1880232,100,97,805,3.64
P01553,Mental Health,North,Phetchabun,Dec,670837,603255,100,63,1044,3.62
P01554,Healthy School,North,Phetchabun,Dec,1962915,1451364,100,95,2274,4.64
P01555,Food Safety,North,Phetchabun,Dec,1614827,1133187,100,86,1173,4.63
P01556,NCD Prevention,North,Phetchabun,Dec,833776,735679,100,67,808,4.62
P01557,Health Data,North,Phetchabun,Dec,1613504,1220856,100,94,654,4.68
P01558,Health Promotion,North,Phetchabun,Dec,1104161,989074,100,61,2692,4.88
P01559,Policy Development,North,Phetchabun,Dec,642179,640738,100,79,388,4.44
P01560,Network Strengthening,North,Phetchabun,Dec,1367834,1059908,100,100,2173,4.55
P01561,Community Health,North,Sukhothai,Jan,1586127,1122511,100,100,1682,3.57
P01562,Elderly Care,North,Sukhothai,Jan,1881085,1524630,100,98,2208,3.6
P01563,Mental Health,North,Sukhothai,Jan,1594570,1120544,100,91,1230,3.89
P01564,Healthy School,North,Sukhothai,Jan,1904423,1806309,100,98,2012,3.92
P01565,Food Safety,North,Sukhothai,Jan,1388815,1140973,100,65,344,4.14
P01566,NCD Prevention,North,Sukhothai,Jan,848243,722463,100,83,1540,4.89
P01567,Health Data,North,Sukhothai,Jan,1658088,1243509,100,79,2502,4.49
P01568,Health Promotion,North,Sukhothai,Jan,1951338,1704391,100,68,3000,4.91
P01569,Policy Development,North,Sukhothai,Jan,1837510,1502795,100,76,1188,4.15
P01570,Network Strengthening,North,Sukhothai,Jan,1174617,1062717,100,100,2692,4.99
P01571,Community Health,North,Sukhothai,Feb,1433884,1017146,100,60,1231,3.76
P01572,Elderly Care,North,Sukhothai,Feb,1666844,1596556,100,90,1488,4.98
P01573,Mental Health,North,Sukhothai,Feb,1282123,1105608,100,92,1357,3.88
P01574,Healthy School,North,Sukhothai,Feb,1447369,1370938,100,77,1849,3.82
P01575,Food Safety,North,Sukhothai,Feb,605251,469898,100,96,2562,3.75
P01576,NCD Prevention,North,Sukhothai,Feb,1837862,1535023,100,91,435,4.36
P01577,Health Data,North,Sukhothai,Feb,1048331,950067,100,72,2845,4.95
P01578,Health Promotion,North,Sukhothai,Feb,1135581,1120253,100,67,831,4.97
P01579,Policy Development,North,Sukhothai,Feb,1556169,1207587,100,89,1829,4.39
P01580,Network Strengthening,North,Sukhothai,Feb,925533,663087,100,99,2662,4.85
P01581,Community Health,North,Sukhothai,Mar,1788835,1313463,100,72,2246,4.48
P01582,Elderly Care,North,Sukhothai,Mar,1042292,830119,100,76,1057,4.11
P01583,Mental Health,North,Sukhothai,Mar,1881343,1547111,100,73,459,4.2
P01584,Healthy School,North,Sukhothai,Mar,1617918,1485258,100,98,479,4.57
P01585,Food Safety,North,Sukhothai,Mar,1442012,1371001,100,67,319,3.89
P01586,NCD Prevention,North,Sukhothai,Mar,1925910,1703824,100,80,2181,3.86
P01587,Health Data,North,Sukhothai,Mar,795036,679277,100,71,2677,4.25
P01588,Health Promotion,North,Sukhothai,Mar,571507,441684,100,82,1258,3.73
P01589,Policy Development,North,Sukhothai,Mar,1422920,1349582,100,76,2293,3.76
P01590,Network Strengthening,North,Sukhothai,Mar,918424,743886,100,85,205,4.82
P01591,Community Health,North,Sukhothai,Apr,1911173,1464081,100,75,293,4.14
